"genus_species","genus","family","class","order","kingdom","db","db_code","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","longevity_y","male_maturity_d","female_body_mass_g","male_body_mass_g","unsexed_body_mass_g","female_body_mass_at_maturity_g","growth_rate","unk_body_mass_g","wing_length_mm","trophic_level","trophic_niche","min_latitude_deg","max_latitude_deg","range_size_km2","body_length_mm","qualitative_body_size","trophic_guild","population_density_n_per_ha","male_wing_length_mm","female_wing_length_mm","unsexed_wing_length_mm","unsexed_body_length_cm","mean_unsexed_wing_length_mm","mean_male_wing_length_mm","mean_female_wing_length_mm","litter_or_clutch_size_n_min","litter_or_clutch_size_n_max","litter_or_clutch_size_n_mean","maturity_d","median_dispersal_distance_km","maximum_dispersal_distance_km","primary_source"
"Acanthiza pusilla","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230402",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza ewingii","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230404",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza reguloides","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230407",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza inornata","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230408",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza iredalei","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230405",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza chrysorrhoa","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230400",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza uropygialis","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230403",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza nana","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230410",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza lineata","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230401",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Acanthiza robustirostris","Acanthiza","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230411",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Smicrornis brevirostris","Smicrornis","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486541",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone palpebrosa","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486559",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone olivacea","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486553",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone magnirostris","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486552",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone tenebrosa","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486560",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone levigaster","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486565",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone fusca","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486563",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gerygone mouki","Gerygone","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486566",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aphelocephala leucopsis","Aphelocephala","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486544",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aphelocephala pectoralis","Aphelocephala","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486545",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aphelocephala nigricincta","Aphelocephala","Acanthizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486543",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Microeca fascinans","Microeca","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489296",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Microeca flavigaster","Microeca","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489293",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Microeca griseoceps","Microeca","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489292",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Microeca papuana","Microeca","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eugerygone rubra","Eugerygone","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Petroica multicolor","Petroica","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489315",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Petroica goodenovii","Petroica","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489322",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Petroica phoenicea","Petroica","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489321",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Petroica rosea","Petroica","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489320",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Petroica rodinogaster","Petroica","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489314",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Melanodryas cucullata","Melanodryas","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489290",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Melanodryas vittata","Melanodryas","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489289",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Tregellasia leucops","Tregellasia","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489284",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Tregellasia capito","Tregellasia","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489283",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.7,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eopsaltria australis","Eopsaltria","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489301",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eopsaltria griseogularis","Eopsaltria","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489305",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eopsaltria georgiana","Eopsaltria","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489302",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Poecilodryas superciliosa","Poecilodryas","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489274",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Peneothello cyanus","Peneothello","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Drymodes superciliaris","Drymodes","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.7,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Drymodes brunneopygia","Drymodes","Petroicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489278",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Orthonyx temminckii","Orthonyx","Orthonychidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490707",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Orthonyx spaldingii","Orthonyx","Orthonychidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490708",NA,NA,NA,NA,NA,NA,NA,NA,NA,135.3,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.1,122.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pomatostomus temporalis","Pomatostomus","Pomatostomidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492269",NA,NA,NA,NA,NA,NA,NA,NA,NA,63,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.5,115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pomatostomus superciliosus","Pomatostomus","Pomatostomidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492266",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pomatostomus halli","Pomatostomus","Pomatostomidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492268",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pomatostomus ruficeps","Pomatostomus","Pomatostomidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492267",NA,NA,NA,NA,NA,NA,NA,NA,NA,51,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lanius collurio","Lanius","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:7745240",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,93.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lanius minor","Lanius","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492854",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.3,120.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lanius ludovicianus","Lanius","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lanius excubitor","Lanius","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:9444556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8,112.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lanius senator","Lanius","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492867",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eurocephalus anguitimens","Eurocephalus","Laniidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492843",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo bellii","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487441",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,10.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo huttoni","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:9722986",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo griseus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487413",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo vicinior","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487411",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,12.1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo cassinii","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:9552291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo plumbeus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:9353154",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo solitarius","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487456",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,15.3,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo flavifrons","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo philadelphicus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo olivaceus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487430",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,17.2,17.0895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo altiloquus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Vireo gilvus","Vireo","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:2487446",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,11.3,13.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.53,64.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Hylophilus ochraceiceps","Hylophilus","Vireonidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Psophodes olivaceus","Psophodes","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495057",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,95.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Psophodes nigrogularis","Psophodes","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495056",NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Psophodes occidentalis","Psophodes","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495059",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Psophodes cristatus","Psophodes","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495058",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cinclosoma punctatum","Cinclosoma","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495063",NA,NA,NA,NA,NA,NA,NA,NA,NA,106.9,119.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
