"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Database","Unit","Sex","ObservationTypeGeneral"
"Cyprinus carpio","Cyprinus carpio","Cyprinus carpio","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4286975","mark-release-recapture","Funk 1957","Mean_dispersal_distance_(m)","21356.75","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","mark-release-recapture","Mann 1980","Mean_dispersal_distance_(m)","37.67","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Vehanen et al. 2006","Mean_dispersal_distance_(m)","65.3","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","mark-release-recapture","Penczak 2006","Mean_dispersal_distance_(m)","78.74","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Koed et al. 2006","Mean_dispersal_distance_(m)","134.39","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Koed et al. 2006","Mean_dispersal_distance_(m)","151.66","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Vehanen et al. 2006","Mean_dispersal_distance_(m)","155.5","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Vehanen et al. 2006","Mean_dispersal_distance_(m)","303","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Vehanen et al. 2006","Mean_dispersal_distance_(m)","452.7","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Koed et al. 2006","Mean_dispersal_distance_(m)","638.29","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Vehanen et al. 2006","Mean_dispersal_distance_(m)","662.3","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Donnelly et al. 1998","Mean_dispersal_distance_(m)","1165.6","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Esox lucius","Esox lucius","Esox lucius","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","gbif","GBIF:2346633","radio-tracking","Pauwels et al. 2014","Mean_dispersal_distance_(m)","3474.3","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum","Animalia","Chordata","Actinopterygii","Perciformes","Percidae","gbif","GBIF:2382319","mark-release-recapture","Mundahl & Ingersoll 1983","Mean_dispersal_distance_(m)","55","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Gobio gobio","Gobio gobio","Gobio gobio","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409628","mark-release-recapture","Stott 1967","Mean_dispersal_distance_(m)","276.73","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Gobio gobio","Gobio gobio","Gobio gobio","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409628","mark-release-recapture","Stott 1967","Mean_dispersal_distance_(m)","413.15","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lepomis cyanellus","Lepomis cyanellus","Lepomis cyanellus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394494","mark-release-recapture","Funk 1957","Mean_dispersal_distance_(m)","3050.5","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lepomis macrochirus","Lepomis macrochirus","Lepomis macrochirus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394503","mark-release-recapture","Gatz & Adams 1994","Mean_dispersal_distance_(m)","139.55","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lepomis macrochirus","Lepomis macrochirus","Lepomis macrochirus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394503","mark-release-recapture","Gatz & Adams 1994","Mean_dispersal_distance_(m)","282.2","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Leuciscus leuciscus","Leuciscus leuciscus","Leuciscus leuciscus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409641","radio-tracking","Clough & Beaumont 1998","Mean_dispersal_distance_(m)","135.84","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Leuciscus leuciscus","Leuciscus leuciscus","Leuciscus leuciscus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409641","mark-release-recapture","Penczak 2006","Mean_dispersal_distance_(m)","196.08","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Leuciscus leuciscus","Leuciscus leuciscus","Leuciscus leuciscus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409641","mark-release-recapture","Bolland et al. 2008","Mean_dispersal_distance_(m)","393.48","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Leuciscus leuciscus","Leuciscus leuciscus","Leuciscus leuciscus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:4409641","mark-release-recapture","Bolland et al. 2008","Mean_dispersal_distance_(m)","534.3","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Slavík et al. 2005","Mean_dispersal_distance_(m)","316.09","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Slavík et al. 2005","Mean_dispersal_distance_(m)","333.54","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Slavík et al. 2005","Mean_dispersal_distance_(m)","753.68","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Slavík et al. 2005","Mean_dispersal_distance_(m)","1523.2","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Slavík et al. 2005","Mean_dispersal_distance_(m)","2050.23","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Lota lota","Lota lota","Lota lota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:2415460","radio-tracking","Paragamian & Wakkinen 2008","Mean_dispersal_distance_(m)","20280","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","radio-tracking","Hafs et al. 2010","Mean_dispersal_distance_(m)","212","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","radio-tracking","Gunderson VanArnum et al. 2004","Mean_dispersal_distance_(m)","400","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","radio-tracking","Altnea 2003","Mean_dispersal_distance_(m)","426.19","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","radio-tracking","Hafs et al. 2010","Mean_dispersal_distance_(m)","429","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","radio-tracking","Hafs et al. 2010","Mean_dispersal_distance_(m)","458","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","mark-release-recapture","Munther 1970","Mean_dispersal_distance_(m)","504.11","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","mark-release-recapture","Brown 1961","Mean_dispersal_distance_(m)","3855.71","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus dolomieu","Micropterus dolomieu","Micropterus dolomieu","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:5211250","mark-release-recapture","Funk 1957","Mean_dispersal_distance_(m)","6225.73","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus salmoides","Micropterus salmoides","Micropterus salmoides","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394563","mark-release-recapture","Gatz & Adams 1994","Mean_dispersal_distance_(m)","405.17","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus salmoides","Micropterus salmoides","Micropterus salmoides","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394563","radio-tracking","Paller et al. 2005","Mean_dispersal_distance_(m)","1285","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus salmoides","Micropterus salmoides","Micropterus salmoides","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394563","radio-tracking","Goclowski et al. 2013","Mean_dispersal_distance_(m)","4032","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Micropterus salmoides","Micropterus salmoides","Micropterus salmoides","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394563","mark-release-recapture","Funk 1957","Mean_dispersal_distance_(m)","9784.79","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","Wilkerson & Fisher 1997","Mean_dispersal_distance_(m)","3213.87","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","Wilkerson & Fisher 1997","Mean_dispersal_distance_(m)","3977.14","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","Wilkerson & Fisher 1997","Mean_dispersal_distance_(m)","5483.33","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","Wilkerson & Fisher 1997","Mean_dispersal_distance_(m)","6852","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","Wilkerson & Fisher 1997","Mean_dispersal_distance_(m)","9043.5","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","18223.75","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","22530.76","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","28364.62","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","36478.37","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","37515.15","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","64373.6","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Wooley & Crateau 1983","Mean_dispersal_distance_(m)","67000","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","94277.38","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","radio-tracking","McLaren et al. 1981","Mean_dispersal_distance_(m)","94610.37","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","130356.54","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","141621.92","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Morone saxatilis","Morone saxatilis","Morone saxatilis","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394612","mark-release-recapture","Nichols & Miller 1967","Mean_dispersal_distance_(m)","444982.51","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:5204024","mark-release-recapture","Connor et al. 2003","Mean_dispersal_distance_(m)","2100","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:5204024","mark-release-recapture","Connor et al. 2003","Mean_dispersal_distance_(m)","5500","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Perca fluviatilis","Perca fluviatilis","Perca fluviatilis","Animalia","Chordata","Actinopterygii","Perciformes","Percidae","gbif","GBIF:8140485","mark-release-recapture","Penczak 2006","Mean_dispersal_distance_(m)","198.41","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Prosopium williamsoni","Prosopium williamsoni","Prosopium williamsoni","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:2351530","mark-release-recapture","Pettit & Wallace 1975","Mean_dispersal_distance_(m)","20142.11","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","radio-tracking","Geeraerts et al. 2007","Mean_dispersal_distance_(m)","86","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Bolland et al. 2008","Mean_dispersal_distance_(m)","128.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Stott 1967","Mean_dispersal_distance_(m)","138.84","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","radio-tracking","Geeraerts et al. 2007","Mean_dispersal_distance_(m)","145","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Bolland et al. 2008","Mean_dispersal_distance_(m)","189.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Williams 1965","Mean_dispersal_distance_(m)","251.44","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Stott 1967","Mean_dispersal_distance_(m)","447.85","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","radio-tracking","Geeraerts et al. 2007","Mean_dispersal_distance_(m)","475","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Rutilus rutilus","Rutilus rutilus","Rutilus rutilus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2359706","mark-release-recapture","Penczak 2006","Mean_dispersal_distance_(m)","529.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","3.59","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","radio-tracking","Stickler et al. 2008","Mean_dispersal_distance_(m)","3.68","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","7.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","radio-tracking","Stickler et al. 2008","Mean_dispersal_distance_(m)","8.66","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","26.87","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo salar","Salmo salar","Salmo salar","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:7595433","radio-tracking","Berland et al. 2004","Mean_dispersal_distance_(m)","1237","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Bunnell et al. 1998","Mean_dispersal_distance_(m)","1.9","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Burrell et al. 2000","Mean_dispersal_distance_(m)","4.5","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","5.14","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Burrell et al. 2000","Mean_dispersal_distance_(m)","6.8","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","8.34","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Bunnell et al. 1998","Mean_dispersal_distance_(m)","8.9","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Petty et al. 2012","Mean_dispersal_distance_(m)","10.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","11.52","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","11.6","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Ovidio et al. 2002","Mean_dispersal_distance_(m)","12","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Popoff & Neumann 2005","Mean_dispersal_distance_(m)","12","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","14.21","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","15.91","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Harcup et al. 1984","Mean_dispersal_distance_(m)","16","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Popoff & Neumann 2005","Mean_dispersal_distance_(m)","16","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Popoff & Neumann 2005","Mean_dispersal_distance_(m)","17","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Ovidio et al. 2002","Mean_dispersal_distance_(m)","18","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","18.35","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","mark-release-recapture","Hesthagen 1988","Mean_dispersal_distance_(m)","18.5","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Popoff & Neumann 2005","Mean_dispersal_distance_(m)","19","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Salmo trutta","Salmo trutta","Salmo trutta","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","gbif","GBIF:8215487","radio-tracking","Zimmer et al. 2010","Mean_dispersal_distance_(m)","19.01","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
